epoch,loss,val_loss
16,6.200338644344531,13.142692003250122
17,4.931640979557528,13.20089686870575
18,6.722295192203352,13.249844164848328
19,4.921759091192504,13.057509410381318
20,5.214983841117919,13.216907441616058
21,5.239080445953969,13.097018654346465
22,5.427371242923052,13.075829005241394
23,5.418921929077814,13.063389999866486
24,5.76369416753673,13.134508814811706
25,5.0282485770113645,13.060396070480346
26,5.632749399710237,13.045919435024262
27,4.557377393470217,13.056575253009797
28,5.923334626543442,13.090296306610107
29,4.643907296283363,13.05069799900055
30,5.705476119913863,13.062267880439759
31,4.825263602316647,12.98775413274765
32,5.704370255171586,12.998236336708068
33,4.31542281198768,13.029910457134246
34,6.009162905237599,13.00286164045334
35,5.290040002558026,13.02407560825348
36,4.690861913803461,12.999455704689026
37,5.853972667542443,12.93163925409317
38,4.913744814192768,12.939471707344055
39,4.711212660613673,13.061627161502837
40,5.668716942743385,12.891661646366119
41,5.063028026351242,12.969565196037292
42,6.491262670593859,12.972413113117218
43,4.74342297439746,12.942181944847107
44,4.685525325587398,13.042535989284515
45,5.0119356044986905,12.947452816963196
46,5.400827834958988,13.054724872112274
47,5.0230238541197405,13.033615508079528
48,5.466779571210322,12.898391108512879
49,5.341920502391862,12.89114904165268
50,5.285829036759688,12.831624178886413
51,5.038878075370575,12.851249849796295
52,4.515809386201028,12.85919629573822
53,5.678399352214796,12.839514591693877
54,4.8069881668303935,12.873149263858796
55,4.442175263501285,12.850498733520508
56,5.182594969835174,12.836429755687714
57,4.648251531639398,12.838252770900727
58,5.383216050913936,12.846111552715302
59,4.85984197522598,12.79664663553238
60,5.162011089613619,12.825770902633668
61,5.7012054178805425,12.833421924114226
62,4.603078291536043,12.814750428199767
63,5.602140491051524,12.831606118679046
64,5.017100509293838,12.813508248329162
65,4.613300585906778,12.82222733259201
66,5.851612764937347,12.80387327194214
67,4.745927489577257,12.821612107753754
68,5.540903958794791,12.800648994445801
69,5.307291738930902,12.767163970470428
70,4.937644814700719,12.768236563205718
71,5.025037622237954,12.764349312782288
72,5.187876691999992,12.757879960536957
73,5.097029177401157,12.761661474704743
74,5.142518732905121,12.760996022224425
75,5.093062472823482,12.765044059753418
76,4.5313991625300964,12.759782991409303
77,5.528072935811589,12.75616643190384
78,4.611367947569896,12.760851962566376
79,5.170132330294406,12.759127793312073
80,4.302330389918897,12.7724764585495
81,4.984874291708006,12.75768635749817
82,5.8508840142681615,12.763252425193787
83,4.390280417147899,12.761311852931977
84,5.208716961567712,12.756705787181854
85,4.644035334027679,12.762238752841949
86,5.358067909253538,12.765543456077575
87,5.53647969124165,12.76178219795227
0,8.41447797537919,14.579473757743836
1,5.963247439315199,13.703101558685303
2,5.587908601118659,13.44305591583252
3,5.386851637550954,13.07474377632141
4,5.2849138247606335,12.883717036247253
5,5.314686116756209,12.813455410003662
6,5.59743259978694,12.649180233478546
7,4.991301009840048,12.689004440307617
8,4.502804621754077,12.734300565719604
9,4.973242087749088,12.732459931373596
10,5.998797981095608,12.66220817565918
11,5.433801451737755,12.71195336341858
12,4.324903337241022,12.555630133152007
0,6.993828296661377,5.0956542015075685
1,4.219423896891616,4.146378993988037
2,3.707398145626753,3.7287546157836915
3,3.550514371631669,3.4936028480529786
4,3.4665898016862644,3.394131374359131
5,3.411530320328082,3.3922802448272704
6,3.4131107580170053,3.3428062438964843
7,3.3402438642189254,3.3136207342147825
8,3.3611791976452405,3.2764386415481566
9,3.3282506694496012,3.256508302688599
10,3.309497751386934,3.264714241027832
11,3.288497062564029,3.2442959785461425
12,3.277172616227149,3.21653356552124
13,3.258541498960327,3.1850608825683593
14,3.234181606915749,3.1803786039352415
15,3.2205224287018197,3.112105393409729
16,3.1898046175107244,3.140496563911438
17,3.1887891970350593,3.2025114059448243
18,3.1666077318265953,3.229044485092163
19,3.136927062186642,3.0752386808395387
0,5.854473129908244,4.489871644973755
1,3.7708589453893895,3.7190688371658327
2,3.5266914322490543,3.4826390981674193
3,3.4483866019126697,3.343508815765381
4,3.3792685906889712,3.2917790174484254
5,3.3542076358561266,3.3116095066070557
6,3.3372133780216826,3.2754932403564454
7,3.3070868031768628,3.2306467294692993
8,3.2737618409670315,3.129251980781555
9,3.2545384225770913,3.1475290775299074
10,3.2537382542090274,3.151398038864136
11,3.193528191833326,3.062556004524231
12,3.1866844731695543,3.0433494806289674
13,3.1947635352412194,3.1462610244750975
14,3.1261809013094526,3.099724793434143
15,3.1155567416379286,3.100675582885742
16,3.0908869817238322,3.1537221908569335
17,3.0661274493737363,3.2589957237243654
18,3.078978666626623,2.947034502029419
19,3.0280334521562624,3.038770890235901
0,4.365156390595197,4.228808450698852
1,3.6781951166448517,3.737480640411377
2,3.513688373725151,3.3645352125167847
3,3.441064064850908,3.4448912143707275
4,3.3963614243727465,3.328883481025696
0,8.84253774219089,4.2477258205413815
1,4.391947514503165,3.6168066024780274
2,4.088784111516266,3.5103965520858766
3,3.902785989618886,3.666094923019409
4,4.036944684642082,4.354826593399048
5,3.929030347428593,3.415805292129517
6,3.6810457243967214,3.4637308359146117
7,4.240070072437741,6.4563432216644285
8,4.544477488816516,3.7694061756134034
9,4.166166687224355,3.6248892545700073
10,4.01214640940578,3.6379436016082765
11,3.9146523648414058,3.4388892889022826
12,3.8089704468364567,3.4451760768890383
13,3.816341798042374,3.363968515396118
14,3.696432985988349,3.3512263536453246
15,3.6104709652886875,3.3055487632751466
16,3.5460001513312096,3.2577960014343263
17,3.611176920043452,3.2661435842514037
18,3.693419117592649,6.275996255874634
19,4.100727742066485,3.576722025871277
20,3.7890939029429935,3.4515465021133425
21,3.6681534709739045,3.3749013900756837
22,3.6877568432585717,3.3038074254989622
23,3.5601845582326255,3.2887664794921876
24,3.587690926714486,3.2356227159500124
25,3.466173168807524,3.188437080383301
26,3.56702349045072,3.2099016666412354
27,3.992341218053165,3.5337729454040527
28,3.900763729610039,3.405603265762329
29,3.9258867572648337,3.335212516784668
30,3.8125100619551064,3.2554173946380613
31,3.736887396777354,3.242904233932495
32,3.5783564175251734,3.295643949508667
33,3.5781213216558347,3.236578631401062
34,3.497278666682334,3.1658104419708253
35,3.3917201407909925,3.1244993209838867
36,3.4992675969964817,3.183760476112366
37,3.3332913480076103,3.0692458868026735
38,3.4410906747033363,3.071587347984314
39,4.770140058885317,5.203707218170166
40,5.422813323562095,4.69905424118042
41,5.3152611502835585,4.389818143844605
42,4.65131071924233,4.192709064483642
43,4.454692192566701,3.9611851453781126
44,4.654179768684583,3.815261387825012
45,4.248563864292243,3.674222302436829
46,4.059443846195438,3.6233633041381834
47,4.064340853691101,3.5720332145690916
0,4.029795139529633,3.56667537689209
1,3.812022495269775,3.543532371520996
2,3.8619916282237043,3.5218045711517334
3,3.9040314436224657,3.5698263883590697
4,3.729855440133391,3.427659749984741
5,3.640887796280775,3.432824420928955
6,3.6288140683934307,3.4758204936981203
7,3.744229580380579,3.3963138818740846
8,3.6720880149067314,3.3453131675720216
9,3.7195078534559,3.3898000955581664
10,3.759040382261925,3.3524163961410522
11,3.626079971043428,3.301103401184082
12,3.5877663592165265,3.3082675457000734
13,3.5685963662571734,3.2496256589889527
14,3.559424141976347,3.2920925855636596
15,3.603898302235598,3.237057161331177
16,3.411910628794029,3.2322205543518066
17,3.4640308776693867,3.2085506439208986
18,3.4602370838922267,3.1894588708877563
19,3.5067026150000666,3.15327787399292
20,3.3845680868346557,3.1222843170166015
21,3.337117907992972,3.0318093061447144
22,3.3077751832662217,3.0935985326766966
23,3.249795294126938,3.103553318977356
24,3.2140547019847925,3.0521530389785765
25,3.3700376007292006,3.239482116699219
26,3.291853823922284,3.0931869029998778
27,3.228319304975512,2.927514743804932
28,3.2948142389788675,2.921382737159729
29,3.3656378823645006,2.9551487445831297
30,3.245762154675912,2.8945248126983643
31,3.2043089002802754,2.8211436033248902
32,3.1841191719208273,2.829540324211121
33,3.2361047573578663,2.96945743560791
34,3.228677807577212,2.9996023893356325
35,3.1565487387454096,3.059795069694519
36,3.1564571448127294,2.7811338901519775
37,3.1352808887477437,2.7935037136077883
38,3.1079021292253746,2.892878270149231
39,3.079083891350822,2.810007119178772
40,3.0112569730816077,2.768859887123108
41,3.0123485585917598,2.757321310043335
42,3.0950354875928183,2.8905979871749876
43,3.105726280871575,2.7878905296325684
44,2.916499224793552,2.755291199684143
45,2.8798709896495907,2.987242913246155
46,2.868008203198147,2.710875082015991
47,2.8605331189124747,2.720092749595642
48,2.8387187401453655,2.822659134864807
49,2.802219534930311,2.8052603960037232
50,2.791300193920582,2.7368464946746824
51,2.7584922010683295,2.7603622674942017
52,2.8443711298365257,2.7311280965805054
53,2.7121229060118814,2.685696315765381
54,2.690183968049627,2.6674869298934936
55,2.677374959124902,2.738844132423401
56,2.659333673209251,2.6923091411590576
57,2.6424824309056687,2.632727766036987
58,2.6464228903835303,2.8118234634399415
59,2.6630836899331047,2.674376344680786
60,2.586530301881873,2.8150582551956176
61,2.6665717213183076,3.1016860008239746
62,2.618295284152164,2.695602011680603
63,2.595997708564086,2.582053542137146
64,2.625362357434089,2.8182923555374146
65,2.629500615025311,3.162541651725769
66,2.562614877088413,2.730666732788086
67,2.5800798396468827,2.5910343647003176
68,2.5709247873512533,2.7160205841064453
69,2.5770992057910864,2.6494809865951536
70,2.5995010449867717,2.7552316188812256
71,2.5947325721366483,2.859197664260864
72,2.569739129808214,2.7258975744247436
73,2.490868644969519,2.551203417778015
74,2.4584083961138092,2.508064103126526
75,2.4141206366561327,2.59133095741272
76,2.4541074038880857,2.541550850868225
77,2.4267905850872946,2.5441228628158568
78,2.4430025336202834,2.4842817306518556
79,2.4115320272668948,2.5049213409423827
80,2.4208477896325697,2.5104827642440797
81,2.398607267849687,2.4915563106536864
82,2.4005251922203414,2.5388781309127806
83,2.395045005092387,2.5405208110809325
84,2.3774091920990874,2.4326117992401124
85,2.369391674713679,2.468245506286621
86,2.3849757693151434,2.5242526531219482
87,2.4025680128414364,2.598573589324951
88,2.3704415481359,2.485745739936829
89,2.3788569220731093,2.5312668800354006
90,2.357206551393405,2.5855058431625366
91,2.3659401128656223,2.4382283449172975
92,2.3363906292612335,2.4824306964874268
93,2.366464099490656,2.5408652782440186
94,2.30569293613285,2.4437670946121215
95,2.288882805241479,2.429964876174927
96,2.31112982463943,2.4500043392181396
97,2.3177860455635266,2.438911533355713
98,2.3045577779661452,2.429374027252197
99,2.3010694581928064,2.430180287361145
100,2.284280336288571,2.425425910949707
101,2.2836267352768678,2.4219213247299196
102,2.2790194541182673,2.4286813735961914
103,2.306992707045182,2.4410435438156126
104,2.2751819749872553,2.4209146022796633
105,2.3036898033010256,2.418262767791748
106,2.2710709678156586,2.4377031087875367
107,2.287511934803481,2.4819119691848757
108,2.2838373115097266,2.4322306156158446
109,2.2874299897796733,2.412417197227478
110,2.272704769004813,2.4212379932403563
111,2.2709094066683666,2.405285882949829
112,2.3034176212489403,2.411008882522583
113,2.272611340418574,2.4386356353759764
114,2.2568829254960536,2.433007001876831
115,2.2636237232182737,2.4302091121673586
116,2.256948136166984,2.4398203134536742
117,2.2761146543815385,2.411943483352661
118,2.2459018961375907,2.4451915502548216
119,2.269020419650608,2.4124154806137086
120,2.250692918282023,2.400119948387146
121,2.2342775136464947,2.4308228969573973
122,2.3167315706893086,2.4633950710296633
123,2.2538261107909374,2.422157859802246
124,2.2475519509884294,2.4598867416381838
125,2.264060336743443,2.448506712913513
126,2.2644924807840896,2.4265642881393434
127,2.235907627188641,2.4485518455505373
128,2.283243542929557,2.4050037622451783
129,2.2564756437023084,2.4085124254226686
130,2.2349182081594647,2.3768182039260863
131,2.243844197878205,2.38770272731781
132,2.247308042934507,2.386994409561157
133,2.2441710883558397,2.390586805343628
134,2.2981135385358082,2.395145630836487
135,2.248741847083986,2.3869412899017335
136,2.2415854477696326,2.3974371671676638
137,2.224599228654817,2.4039952516555787
138,2.228727774742322,2.395131015777588
139,2.2508314237945455,2.396827459335327
140,2.219132438285428,2.3919324398040773
141,2.2174506522341315,2.393253779411316
142,2.2664972530470955,2.3996159076690673
143,2.212987067840304,2.3950822353363037
144,2.21536012158346,2.39504554271698
145,2.208782106737628,2.397925066947937
146,2.2631521395084717,2.398819661140442
147,2.221824287703736,2.396397614479065
148,2.208750952579239,2.3963361024856566
149,2.255052482005346,2.4043113946914674
150,2.269656522351098,2.4077500343322753
151,2.2256780997034964,2.402809762954712
152,2.205354340499061,2.4082866430282595
153,2.2552636982738106,2.411052632331848
154,2.2659028698103616,2.407067966461182
155,2.25294690493623,2.4094109773635863
156,2.2192845570469646,2.4054017066955566
157,2.207338142022906,2.4055178642272947
158,2.1875418277089813,2.401667094230652
159,2.223300784992401,2.399203395843506
160,2.233725766673136,2.40380277633667
161,2.246557084081431,2.407438135147095
162,2.1964807345582757,2.408024048805237
163,2.227921948119284,2.4121600866317747
164,2.2097325218694,2.4079911947250365
165,2.2399424528464293,2.3998003721237184
166,2.2141687843534683,2.3992445945739744
167,2.1947628500203757,2.3992756843566894
168,2.192248815145248,2.3953063011169435
169,2.2513723543522217,2.398444652557373
170,2.2411441785701807,2.4038488149642943
171,2.2331413486463703,2.408844232559204
172,2.266409894162862,2.41103196144104
173,2.2300215974167705,2.4074048519134523
174,2.231898631539233,2.4090299367904664
175,2.2355663452127175,2.405252981185913
176,2.224806421975228,2.4073910474777223
177,2.234792976475081,2.408819794654846
178,2.233271317338465,2.4016767024993895
179,2.2166915484761183,2.4024497509002685
180,2.1870119587633523,2.4034679889678956
181,2.213777393401666,2.3993041276931764
182,2.2313201267982405,2.3924023151397704
183,2.225474396942717,2.3969093322753907
184,2.2248998278359506,2.393697237968445
185,2.2428572321416542,2.4059680461883546
186,2.225502904840935,2.4013909339904784
187,2.225190938515807,2.3967657327651977
188,2.2067719526514162,2.3993006229400633
189,2.235382444328732,2.3999871253967284
